ticket_id,agent_id,agent_name,team_id,ticket_opened_at,ticket_closed_at,handle_time_seconds,closure_reason_code,closure_reason_group,channel,issue_category,resolution_status,transfer_count,is_escalation,survey_sent_flag,survey_sent_at,survey_completed_flag,survey_completed_at,csat_score,verbatim_comment,survey_trigger_method,day_of_week,hour_of_day,month_year,handle_time_bucket
TKT0000328,AGT022,Agent_022,TEAM3,2026-04-17T13:20:00,2026-04-17T13:25:02,302,ESCALATED_SUP,Escalated,chat,Remote Services,abandoned,0,False,1,2026-04-19T13:25:02,0,,,,closure_code,Friday,13,2026-04,3-7min
TKT0000329,AGT011,Agent_011,TEAM4,2026-03-04T17:49:00,2026-03-04T17:57:51,531,TRANSFERRED_DEPT,Transferred,phone,Remote Services,escalated,0,True,0,,0,,,,,Wednesday,17,2026-03,7-15min
TKT0000330,AGT016,Agent_016,TEAM1,2026-02-05T11:35:00,2026-02-05T11:40:00,300,RES_NO_FU,Resolved - No Follow-Up,phone,Emergency Services,resolved,0,False,0,,0,,,,,Thursday,11,2026-02,3-7min
TKT0000331,AGT023,Agent_023,TEAM4,2026-05-29T18:31:00,2026-05-29T18:43:22,742,RES_NO_FU,Resolved - No Follow-Up,phone,Remote Services,resolved,0,False,0,,0,,,,,Friday,18,2026-05,7-15min
TKT0000332,AGT030,Agent_030,TEAM3,2026-02-15T08:36:00,2026-02-15T08:41:21,321,SOLVED_SILENT,Resolved - No Follow-Up,app,Billing,transferred,1,False,0,,0,,,,,Sunday,8,2026-02,3-7min
TKT0000333,AGT029,Agent_029,TEAM2,2026-01-10T11:02:00,2026-01-10T11:03:36,96,CLOSED_AUTO,Resolved - No Follow-Up,phone,Emergency Services,resolved,0,False,1,2026-01-12T11:03:36,0,,,,closure_code,Saturday,11,2026-01,0-3min
TKT0000334,AGT030,Agent_030,TEAM3,2026-04-05T10:12:00,2026-04-05T10:15:19,199,CLOSED_AUTO,Resolved - No Follow-Up,phone,Remote Services,escalated,0,True,1,2026-04-05T12:15:19,0,,,,closure_code,Sunday,10,2026-04,3-7min
TKT0000335,AGT023,Agent_023,TEAM4,2026-01-08T08:39:00,2026-01-08T08:45:48,408,SOLVED_SILENT,Resolved - No Follow-Up,phone,Connectivity,resolved,0,False,0,,0,,,,,Thursday,8,2026-01,3-7min
TKT0000336,AGT002,Agent_002,TEAM3,2026-04-18T10:40:00,2026-04-18T11:01:44,1304,DUPLICATE,Administrative,phone,Navigation,transferred,1,False,0,,0,,,,,Saturday,11,2026-04,15+min
TKT0000337,AGT004,Agent_004,TEAM1,2026-02-26T18:30:00,2026-02-26T18:42:00,720,ESCALATED_T2,Escalated,phone,Diagnostics,transferred,2,False,0,,0,,,,,Thursday,18,2026-02,7-15min
TKT0000338,AGT025,Agent_025,TEAM2,2026-03-18T17:59:00,2026-03-18T18:00:25,85,SOLVED_SILENT,Resolved - No Follow-Up,chat,Billing,unresolved,0,False,0,,0,,,,,Wednesday,18,2026-03,0-3min
TKT0000339,AGT021,Agent_021,TEAM2,2026-02-15T12:18:00,2026-02-15T12:20:23,143,RES_NO_FU,Resolved - No Follow-Up,phone,Diagnostics,resolved,0,False,0,,0,,,,,Sunday,12,2026-02,0-3min
TKT0000340,AGT019,Agent_019,TEAM4,2026-04-19T18:46:00,2026-04-19T19:00:58,898,RES_NO_FU,Resolved - No Follow-Up,phone,Connectivity,transferred,1,False,0,,0,,,,,Sunday,19,2026-04,7-15min
TKT0000341,AGT014,Agent_014,TEAM3,2025-12-13T20:25:00,2025-12-13T20:35:28,628,SOLVED_FIRST,Resolved - Customer Confirmed,chat,Connectivity,transferred,1,False,1,2025-12-13T22:35:28,1,2025-12-15T04:35:28,2.9,Acceptable service.,closure_code,Saturday,20,2025-12,7-15min
TKT0000342,AGT030,Agent_030,TEAM3,2025-12-13T07:19:00,2025-12-13T07:51:57,1977,SOLVED_SILENT,Resolved - No Follow-Up,app,Remote Services,transferred,1,False,0,,0,,,,,Saturday,7,2025-12,15+min
TKT0000343,AGT004,Agent_004,TEAM1,2026-02-14T14:41:00,2026-02-14T14:45:52,292,CLOSED_AUTO,Resolved - No Follow-Up,chat,Connectivity,resolved,0,False,0,,0,,,,,Saturday,14,2026-02,3-7min
TKT0000344,AGT028,Agent_028,TEAM1,2026-01-22T19:07:00,2026-01-22T19:10:42,222,CLOSED_AUTO,Resolved - No Follow-Up,phone,Connectivity,transferred,1,False,0,,0,,,,,Thursday,19,2026-01,3-7min
TKT0000345,AGT024,Agent_024,TEAM1,2026-05-18T11:45:00,2026-05-18T11:52:04,424,ESCALATED_SUP,Escalated,phone,Navigation,transferred,1,False,0,,0,,,,,Monday,11,2026-05,7-15min
TKT0000346,AGT024,Agent_024,TEAM1,2026-02-17T16:43:00,2026-02-17T16:47:48,288,CLOSED_AUTO,Resolved - No Follow-Up,phone,Connectivity,transferred,1,False,0,,0,,,,,Tuesday,16,2026-02,3-7min
TKT0000347,AGT020,Agent_020,TEAM1,2026-03-17T20:27:00,2026-03-17T20:40:54,834,DUPLICATE,Administrative,phone,Billing,resolved,0,False,0,,0,,,,,Tuesday,20,2026-03,7-15min
TKT0000348,AGT022,Agent_022,TEAM3,2026-01-20T09:30:00,2026-01-20T09:34:42,282,RES_CUST_VERIFIED,Resolved - Customer Confirmed,phone,Connectivity,transferred,1,False,1,2026-01-24T09:34:42,0,,,,closure_code,Tuesday,9,2026-01,3-7min
TKT0000349,AGT001,Agent_001,TEAM2,2026-03-12T10:28:00,2026-03-12T10:33:33,333,SOLVED_SILENT,Resolved - No Follow-Up,phone,Emergency Services,transferred,1,False,1,2026-03-16T10:33:33,0,,,,closure_code,Thursday,10,2026-03,3-7min
TKT0000350,AGT010,Agent_010,TEAM3,2026-04-29T07:16:00,2026-04-29T07:19:23,203,TRANSFERRED_EXT,Transferred,phone,Navigation,resolved,0,False,0,,0,,,,,Wednesday,7,2026-04,3-7min
TKT0000351,AGT022,Agent_022,TEAM3,2026-04-02T11:10:00,2026-04-02T11:21:25,685,RES_CUST_VERIFIED,Resolved - Customer Confirmed,chat,Diagnostics,transferred,1,False,1,2026-04-03T11:21:25,0,,,,closure_code,Thursday,11,2026-04,7-15min
TKT0000352,AGT017,Agent_017,TEAM2,2026-05-29T08:40:00,2026-05-29T08:43:31,211,SOLVED_SILENT,Resolved - No Follow-Up,phone,Emergency Services,unresolved,0,False,0,,0,,,,,Friday,8,2026-05,3-7min
TKT0000353,AGT020,Agent_020,TEAM1,2026-01-29T09:30:00,2026-01-29T09:38:58,538,RES_NO_FU,Resolved - No Follow-Up,app,Emergency Services,resolved,0,False,0,,0,,,,,Thursday,9,2026-01,7-15min
TKT0000354,AGT014,Agent_014,TEAM3,2026-04-03T19:34:00,2026-04-03T19:59:00,1500,TRANSFERRED_DEPT,Transferred,phone,Connectivity,escalated,0,True,0,,0,,,,,Friday,19,2026-04,15+min
TKT0000355,AGT022,Agent_022,TEAM3,2025-12-24T15:28:00,2025-12-24T15:29:56,116,TRANSFERRED_EXT,Transferred,phone,Navigation,resolved,0,False,0,,0,,,,,Wednesday,15,2025-12,0-3min
TKT0000356,AGT030,Agent_030,TEAM3,2026-04-23T21:32:00,2026-04-23T21:51:09,1149,RES_NO_FU,Resolved - No Follow-Up,phone,Remote Services,transferred,2,False,0,,0,,,,,Thursday,21,2026-04,15+min
TKT0000357,AGT018,Agent_018,TEAM3,2026-01-15T12:54:00,2026-01-15T13:02:10,490,SOLVED_FIRST,Resolved - Customer Confirmed,phone,Diagnostics,resolved,0,False,1,2026-01-16T13:02:10,0,,,,closure_code,Thursday,13,2026-01,7-15min
TKT0000358,AGT007,Agent_007,TEAM4,2026-04-08T08:57:00,2026-04-08T09:00:03,183,TRANSFERRED_EXT,Transferred,phone,Billing,resolved,0,False,0,,0,,,,,Wednesday,9,2026-04,3-7min
TKT0000359,AGT005,Agent_005,TEAM2,2026-03-20T14:36:00,2026-03-20T14:43:15,435,TRANSFERRED_DEPT,Transferred,chat,Diagnostics,resolved,0,False,1,2026-03-21T14:43:15,1,2026-03-23T10:43:15,4.9,,closure_code,Friday,14,2026-03,7-15min
TKT0000360,AGT026,Agent_026,TEAM3,2026-03-15T11:52:00,2026-03-15T12:03:10,670,RES_NO_FU,Resolved - No Follow-Up,phone,Diagnostics,transferred,2,False,0,,0,,,,,Sunday,12,2026-03,7-15min
TKT0000361,AGT007,Agent_007,TEAM4,2025-12-22T07:27:00,2025-12-22T07:30:51,231,TRANSFERRED_EXT,Transferred,phone,Remote Services,resolved,0,False,0,,0,,,,,Monday,7,2025-12,3-7min
TKT0000362,AGT002,Agent_002,TEAM3,2026-04-03T07:18:00,2026-04-03T07:27:21,561,RES_CUST_VERIFIED,Resolved - Customer Confirmed,phone,Diagnostics,resolved,0,False,1,2026-04-07T07:27:21,0,,,,closure_code,Friday,7,2026-04,7-15min
TKT0000363,AGT024,Agent_024,TEAM1,2026-03-21T12:57:00,2026-03-21T13:17:30,1230,DUPLICATE,Administrative,chat,Billing,transferred,2,False,0,,0,,,,,Saturday,13,2026-03,15+min
TKT0000364,AGT028,Agent_028,TEAM1,2026-03-10T08:43:00,2026-03-10T08:47:42,282,ESCALATED_T2,Escalated,app,Connectivity,transferred,2,False,0,,0,,,,,Tuesday,8,2026-03,3-7min
TKT0000365,AGT021,Agent_021,TEAM2,2026-01-03T09:34:00,2026-01-03T09:37:21,201,CLOSED_AUTO,Resolved - No Follow-Up,chat,Remote Services,transferred,3,False,0,,0,,,,,Saturday,9,2026-01,3-7min
TKT0000366,AGT005,Agent_005,TEAM2,2025-12-04T19:01:00,2025-12-04T19:07:09,369,RES_NO_FU,Resolved - No Follow-Up,phone,Billing,transferred,1,False,0,,0,,,,,Thursday,19,2025-12,3-7min
TKT0000367,AGT022,Agent_022,TEAM3,2026-03-22T15:24:00,2026-03-22T15:30:59,419,TRANSFERRED_DEPT,Transferred,phone,Billing,escalated,0,True,0,,0,,,,,Sunday,15,2026-03,3-7min
TKT0000368,AGT012,Agent_012,TEAM1,2026-02-12T10:59:00,2026-02-12T11:13:27,867,SOLVED_FIRST,Resolved - Customer Confirmed,phone,Navigation,unresolved,0,False,1,2026-02-13T11:13:27,0,,,,closure_code,Thursday,11,2026-02,7-15min
TKT0000369,AGT026,Agent_026,TEAM3,2026-02-03T10:04:00,2026-02-03T10:10:01,361,RES_NO_FU,Resolved - No Follow-Up,phone,Remote Services,transferred,1,False,1,2026-02-05T10:10:01,0,,,,closure_code,Tuesday,10,2026-02,3-7min
TKT0000370,AGT002,Agent_002,TEAM3,2026-05-06T17:45:00,2026-05-06T17:49:59,299,ESCALATED_SUP,Escalated,phone,Diagnostics,unresolved,0,False,0,,0,,,,,Wednesday,17,2026-05,3-7min
TKT0000371,AGT002,Agent_002,TEAM3,2026-03-26T10:34:00,2026-03-26T10:37:18,198,ESCALATED_T2,Escalated,phone,Connectivity,resolved,0,False,1,2026-03-30T10:37:18,0,,,,closure_code,Thursday,10,2026-03,3-7min
TKT0000372,AGT017,Agent_017,TEAM2,2026-02-01T20:58:00,2026-02-01T21:00:06,126,SOLVED_SILENT,Resolved - No Follow-Up,app,Emergency Services,transferred,2,False,0,,0,,,,,Sunday,21,2026-02,0-3min
TKT0000373,AGT019,Agent_019,TEAM4,2026-05-25T20:20:00,2026-05-25T20:22:43,163,TRANSFERRED_EXT,Transferred,phone,Emergency Services,transferred,1,False,0,,0,,,,,Monday,20,2026-05,0-3min
TKT0000374,AGT029,Agent_029,TEAM2,2026-03-19T11:17:00,2026-03-19T11:19:42,162,SOLVED_SILENT,Resolved - No Follow-Up,app,Diagnostics,resolved,0,False,1,2026-03-21T11:19:42,0,,,,closure_code,Thursday,11,2026-03,0-3min
TKT0000375,AGT030,Agent_030,TEAM3,2026-04-25T14:03:00,2026-04-25T14:08:36,336,DUPLICATE,Administrative,chat,Remote Services,abandoned,0,False,0,,0,,,,,Saturday,14,2026-04,3-7min
TKT0000376,AGT011,Agent_011,TEAM4,2026-03-18T09:19:00,2026-03-18T09:21:20,140,ESCALATED_T2,Escalated,app,Billing,resolved,0,False,1,2026-03-19T09:21:20,0,,,,closure_code,Wednesday,9,2026-03,0-3min
TKT0000377,AGT008,Agent_008,TEAM1,2026-02-18T20:45:00,2026-02-18T20:46:01,61,RES_NO_FU,Resolved - No Follow-Up,phone,Billing,transferred,2,False,0,,0,,,,,Wednesday,20,2026-02,0-3min
TKT0000378,AGT030,Agent_030,TEAM3,2026-03-20T15:33:00,2026-03-20T15:39:28,388,DUPLICATE,Administrative,phone,Emergency Services,resolved,0,False,0,,0,,,,,Friday,15,2026-03,3-7min
TKT0000379,AGT007,Agent_007,TEAM4,2026-05-18T08:59:00,2026-05-18T09:23:31,1471,CLOSED_AUTO,Resolved - No Follow-Up,phone,Navigation,resolved,0,False,1,2026-05-19T09:23:31,0,,,,closure_code,Monday,9,2026-05,15+min
TKT0000380,AGT018,Agent_018,TEAM3,2025-12-17T11:24:00,2025-12-17T11:38:47,887,RES_NO_FU,Resolved - No Follow-Up,app,Navigation,resolved,0,False,1,2025-12-18T11:38:47,1,2025-12-19T19:38:47,3.0,,closure_code,Wednesday,11,2025-12,7-15min
TKT0000381,AGT028,Agent_028,TEAM1,2026-04-05T10:55:00,2026-04-05T11:00:34,334,SOLVED_SILENT,Resolved - No Follow-Up,phone,Navigation,unresolved,0,False,1,2026-04-06T11:00:34,1,2026-04-07T23:00:34,1.7,Was transferred multiple times with no resolution.,closure_code,Sunday,11,2026-04,3-7min
TKT0000382,AGT007,Agent_007,TEAM4,2026-01-03T18:48:00,2026-01-03T18:51:05,185,RES_NO_FU,Resolved - No Follow-Up,chat,Connectivity,transferred,3,False,0,,0,,,,,Saturday,18,2026-01,3-7min
TKT0000383,AGT023,Agent_023,TEAM4,2026-06-02T10:25:00,2026-06-02T11:05:43,2443,TRANSFERRED_EXT,Transferred,app,Emergency Services,unresolved,0,False,0,,0,,,,,Tuesday,11,2026-06,15+min
TKT0000384,AGT025,Agent_025,TEAM2,2026-04-19T17:22:00,2026-04-19T17:29:00,420,DUPLICATE,Administrative,phone,Emergency Services,transferred,1,False,0,,0,,,,,Sunday,17,2026-04,3-7min
TKT0000385,AGT012,Agent_012,TEAM1,2026-04-10T14:06:00,2026-04-10T14:13:43,463,TRANSFERRED_DEPT,Transferred,chat,Emergency Services,escalated,0,True,0,,0,,,,,Friday,14,2026-04,7-15min
TKT0000386,AGT030,Agent_030,TEAM3,2026-03-19T07:36:00,2026-03-19T07:42:04,364,CLOSED_AUTO,Resolved - No Follow-Up,phone,Navigation,escalated,0,True,0,,0,,,,,Thursday,7,2026-03,3-7min
TKT0000387,AGT009,Agent_009,TEAM2,2026-05-02T16:46:00,2026-05-02T16:52:34,394,TRANSFERRED_DEPT,Transferred,phone,Connectivity,resolved,0,False,0,,0,,,,,Saturday,16,2026-05,3-7min
TKT0000388,AGT011,Agent_011,TEAM4,2026-03-11T16:53:00,2026-03-11T16:57:35,275,RES_NO_FU,Resolved - No Follow-Up,app,Diagnostics,resolved,0,False,0,,0,,,,,Wednesday,16,2026-03,3-7min
TKT0000389,AGT022,Agent_022,TEAM3,2026-02-07T19:52:00,2026-02-07T19:57:37,337,CLOSED_AUTO,Resolved - No Follow-Up,chat,Billing,resolved,0,False,0,,0,,,,,Saturday,19,2026-02,3-7min
TKT0000390,AGT006,Agent_006,TEAM3,2026-01-16T09:46:00,2026-01-16T10:05:16,1156,CLOSED_AUTO,Resolved - No Follow-Up,phone,Remote Services,resolved,0,False,0,,0,,,,,Friday,10,2026-01,15+min
TKT0000391,AGT021,Agent_021,TEAM2,2026-04-17T07:53:00,2026-04-17T08:09:05,965,RES_CONF,Resolved - Customer Confirmed,phone,Navigation,escalated,0,True,1,2026-04-19T08:09:05,0,,,,closure_code,Friday,8,2026-04,15+min
TKT0000392,AGT014,Agent_014,TEAM3,2026-05-14T10:04:00,2026-05-14T10:05:34,94,SOLVED_FIRST,Resolved - Customer Confirmed,phone,Connectivity,resolved,0,False,1,2026-05-15T10:05:34,0,,,,closure_code,Thursday,10,2026-05,0-3min
TKT0000393,AGT017,Agent_017,TEAM2,2026-03-09T07:39:00,2026-03-09T07:41:30,150,ESCALATED_SUP,Escalated,app,Billing,resolved,0,False,1,2026-03-10T07:41:30,1,2026-03-12T02:41:30,4.4,"Fast resolution, very satisfied.",closure_code,Monday,7,2026-03,0-3min
TKT0000394,AGT022,Agent_022,TEAM3,2025-12-08T07:34:00,2025-12-08T07:37:54,234,ESCALATED_SUP,Escalated,phone,Navigation,resolved,0,False,1,2025-12-09T07:37:54,0,,,,closure_code,Monday,7,2025-12,3-7min
TKT0000395,AGT017,Agent_017,TEAM2,2026-04-20T11:01:00,2026-04-20T11:13:56,776,SOLVED_SILENT,Resolved - No Follow-Up,chat,Connectivity,resolved,0,False,0,,0,,,,,Monday,11,2026-04,7-15min
TKT0000396,AGT004,Agent_004,TEAM1,2026-04-17T09:15:00,2026-04-17T09:31:22,982,RES_CUST_VERIFIED,Resolved - Customer Confirmed,app,Emergency Services,resolved,0,False,1,2026-04-17T11:31:22,0,,,,closure_code,Friday,9,2026-04,15+min
TKT0000397,AGT027,Agent_027,TEAM4,2025-12-24T12:25:00,2025-12-24T12:36:08,668,DUPLICATE,Administrative,phone,Diagnostics,resolved,0,False,0,,0,,,,,Wednesday,12,2025-12,7-15min
TKT0000398,AGT008,Agent_008,TEAM1,2026-05-28T20:54:00,2026-05-28T20:57:03,183,SOLVED_SILENT,Resolved - No Follow-Up,phone,Navigation,resolved,0,False,0,,0,,,,,Thursday,20,2026-05,3-7min
TKT0000399,AGT013,Agent_013,TEAM2,2026-03-10T15:30:00,2026-03-10T15:34:39,279,ESCALATED_T2,Escalated,phone,Diagnostics,resolved,0,False,0,,0,,,,,Tuesday,15,2026-03,3-7min
TKT0000400,AGT006,Agent_006,TEAM3,2026-04-10T20:27:00,2026-04-10T20:36:28,568,RES_CUST_VERIFIED,Resolved - Customer Confirmed,phone,Remote Services,resolved,0,False,1,2026-04-10T22:36:28,1,2026-04-11T06:36:28,5.0,,closure_code,Friday,20,2026-04,7-15min
TKT0000401,AGT028,Agent_028,TEAM1,2025-12-14T10:13:00,2025-12-14T10:18:40,340,TRANSFERRED_DEPT,Transferred,app,Billing,transferred,1,False,1,2025-12-15T10:18:40,0,,,,closure_code,Sunday,10,2025-12,3-7min
TKT0000402,AGT009,Agent_009,TEAM2,2025-12-23T17:59:00,2025-12-23T18:04:10,310,RES_CONF,Resolved - Customer Confirmed,phone,Remote Services,transferred,1,False,1,2025-12-23T20:04:10,1,2025-12-25T13:04:10,3.4,,closure_code,Tuesday,18,2025-12,3-7min
TKT0000403,AGT019,Agent_019,TEAM4,2025-12-12T09:59:00,2025-12-12T10:04:13,313,DUPLICATE,Administrative,phone,Connectivity,escalated,0,True,0,,0,,,,,Friday,10,2025-12,3-7min
TKT0000404,AGT019,Agent_019,TEAM4,2026-03-15T21:04:00,2026-03-15T21:19:08,908,SOLVED_FIRST,Resolved - Customer Confirmed,app,Connectivity,resolved,0,False,1,2026-03-16T21:19:08,0,,,,closure_code,Sunday,21,2026-03,15+min
TKT0000405,AGT019,Agent_019,TEAM4,2026-05-26T21:34:00,2026-05-26T21:44:11,611,ESCALATED_T2,Escalated,phone,Diagnostics,resolved,0,False,0,,0,,,,,Tuesday,21,2026-05,7-15min
TKT0000406,AGT024,Agent_024,TEAM1,2026-04-11T18:22:00,2026-04-11T18:27:24,324,RES_CUST_VERIFIED,Resolved - Customer Confirmed,chat,Connectivity,resolved,0,False,1,2026-04-12T18:27:24,0,,,,closure_code,Saturday,18,2026-04,3-7min
TKT0000407,AGT027,Agent_027,TEAM4,2026-02-25T07:40:00,2026-02-25T07:48:26,506,DUPLICATE,Administrative,chat,Billing,resolved,0,False,1,2026-03-01T07:48:26,0,,,,closure_code,Wednesday,7,2026-02,7-15min
TKT0000408,AGT008,Agent_008,TEAM1,2026-04-24T13:27:00,2026-04-24T13:29:48,168,CLOSED_AUTO,Resolved - No Follow-Up,phone,Diagnostics,transferred,1,False,0,,0,,,,,Friday,13,2026-04,0-3min
TKT0000409,AGT019,Agent_019,TEAM4,2026-03-11T08:49:00,2026-03-11T08:53:39,279,DUPLICATE,Administrative,phone,Diagnostics,resolved,0,False,0,,0,,,,,Wednesday,8,2026-03,3-7min
TKT0000410,AGT003,Agent_003,TEAM4,2026-02-10T09:24:00,2026-02-10T09:38:00,840,RES_CUST_VERIFIED,Resolved - Customer Confirmed,phone,Diagnostics,resolved,0,False,0,,0,,,,,Tuesday,9,2026-02,7-15min
TKT0000411,AGT013,Agent_013,TEAM2,2026-03-06T08:05:00,2026-03-06T08:07:15,135,CLOSED_AUTO,Resolved - No Follow-Up,phone,Billing,resolved,0,False,0,,0,,,,,Friday,8,2026-03,0-3min
TKT0000412,AGT012,Agent_012,TEAM1,2025-12-30T09:05:00,2025-12-30T09:15:16,616,SOLVED_SILENT,Resolved - No Follow-Up,chat,Remote Services,resolved,0,False,0,,0,,,,,Tuesday,9,2025-12,7-15min
TKT0000413,AGT018,Agent_018,TEAM3,2026-03-18T08:01:00,2026-03-18T08:02:33,93,TRANSFERRED_DEPT,Transferred,app,Navigation,resolved,0,False,0,,0,,,,,Wednesday,8,2026-03,0-3min
TKT0000414,AGT020,Agent_020,TEAM1,2026-02-25T20:24:00,2026-02-25T20:46:02,1322,TRANSFERRED_EXT,Transferred,phone,Emergency Services,transferred,2,False,1,2026-02-25T22:46:02,0,,,,closure_code,Wednesday,20,2026-02,15+min
TKT0000415,AGT014,Agent_014,TEAM3,2025-12-25T18:57:00,2025-12-25T19:01:35,275,ESCALATED_T2,Escalated,app,Connectivity,transferred,1,False,0,,0,,,,,Thursday,19,2025-12,3-7min
TKT0000416,AGT019,Agent_019,TEAM4,2026-01-16T17:24:00,2026-01-16T17:32:53,533,TRANSFERRED_DEPT,Transferred,phone,Emergency Services,resolved,0,False,0,,0,,,,,Friday,17,2026-01,7-15min
TKT0000417,AGT009,Agent_009,TEAM2,2026-01-10T08:10:00,2026-01-10T08:17:17,437,ESCALATED_SUP,Escalated,chat,Emergency Services,resolved,0,False,1,2026-01-14T08:17:17,0,,,,closure_code,Saturday,8,2026-01,7-15min
TKT0000418,AGT016,Agent_016,TEAM1,2026-03-06T11:15:00,2026-03-06T11:22:28,448,RES_CUST_VERIFIED,Resolved - Customer Confirmed,chat,Remote Services,resolved,0,False,1,2026-03-06T13:22:28,0,,,,closure_code,Friday,11,2026-03,7-15min
TKT0000419,AGT020,Agent_020,TEAM1,2026-03-31T08:08:00,2026-03-31T08:16:20,500,RES_NO_FU,Resolved - No Follow-Up,chat,Emergency Services,resolved,0,False,0,,0,,,,,Tuesday,8,2026-03,7-15min
TKT0000420,AGT027,Agent_027,TEAM4,2026-03-26T12:27:00,2026-03-26T12:29:01,121,CLOSED_AUTO,Resolved - No Follow-Up,app,Connectivity,escalated,0,True,0,,0,,,,,Thursday,12,2026-03,0-3min
TKT0000421,AGT010,Agent_010,TEAM3,2026-05-07T18:12:00,2026-05-07T18:19:34,454,CLOSED_AUTO,Resolved - No Follow-Up,chat,Emergency Services,transferred,3,False,0,,0,,,,,Thursday,18,2026-05,7-15min
TKT0000422,AGT006,Agent_006,TEAM3,2026-02-23T11:47:00,2026-02-23T11:52:54,354,ESCALATED_T2,Escalated,chat,Remote Services,resolved,0,False,1,2026-02-24T11:52:54,0,,,,closure_code,Monday,11,2026-02,3-7min
TKT0000423,AGT026,Agent_026,TEAM3,2026-02-13T20:50:00,2026-02-13T20:54:36,276,DUPLICATE,Administrative,phone,Remote Services,resolved,0,False,0,,0,,,,,Friday,20,2026-02,3-7min
TKT0000424,AGT007,Agent_007,TEAM4,2026-04-22T09:43:00,2026-04-22T09:46:53,233,TRANSFERRED_EXT,Transferred,app,Navigation,transferred,2,False,0,,0,,,,,Wednesday,9,2026-04,3-7min
TKT0000425,AGT024,Agent_024,TEAM1,2026-01-26T14:51:00,2026-01-26T14:58:42,462,ESCALATED_SUP,Escalated,phone,Billing,resolved,0,False,0,,0,,,,,Monday,14,2026-01,7-15min
TKT0000426,AGT022,Agent_022,TEAM3,2026-01-08T17:19:00,2026-01-08T17:22:23,203,ESCALATED_SUP,Escalated,phone,Diagnostics,resolved,0,False,0,,0,,,,,Thursday,17,2026-01,3-7min
TKT0000427,AGT014,Agent_014,TEAM3,2025-12-22T14:38:00,2025-12-22T14:51:49,829,ESCALATED_T2,Escalated,chat,Remote Services,resolved,0,False,0,,0,,,,,Monday,14,2025-12,7-15min
TKT0000428,AGT017,Agent_017,TEAM2,2026-04-22T07:50:00,2026-04-22T07:59:21,561,ESCALATED_T2,Escalated,app,Remote Services,abandoned,0,False,0,,0,,,,,Wednesday,7,2026-04,7-15min
TKT0000429,AGT021,Agent_021,TEAM2,2025-12-31T19:15:00,2025-12-31T19:23:02,482,RES_CUST_VERIFIED,Resolved - Customer Confirmed,phone,Connectivity,resolved,0,False,1,2026-01-01T19:23:02,1,2026-01-02T18:23:02,3.7,,closure_code,Wednesday,19,2025-12,7-15min
TKT0000430,AGT021,Agent_021,TEAM2,2025-12-15T16:41:00,2025-12-15T16:54:22,802,TRANSFERRED_EXT,Transferred,chat,Emergency Services,resolved,0,False,1,2025-12-16T16:54:22,0,,,,closure_code,Monday,16,2025-12,7-15min
TKT0000431,AGT026,Agent_026,TEAM3,2025-12-29T11:14:00,2025-12-29T11:15:51,111,RES_NO_FU,Resolved - No Follow-Up,app,Remote Services,resolved,0,False,1,2025-12-30T11:15:51,0,,,,closure_code,Monday,11,2025-12,0-3min
TKT0000432,AGT019,Agent_019,TEAM4,2026-01-29T14:23:00,2026-01-29T14:25:44,164,TRANSFERRED_EXT,Transferred,app,Diagnostics,resolved,0,False,0,,0,,,,,Thursday,14,2026-01,0-3min
TKT0000433,AGT017,Agent_017,TEAM2,2026-03-02T07:30:00,2026-03-02T07:39:39,579,SOLVED_FIRST,Resolved - Customer Confirmed,chat,Navigation,resolved,0,False,1,2026-03-03T07:39:39,0,,,,closure_code,Monday,7,2026-03,7-15min
TKT0000434,AGT004,Agent_004,TEAM1,2026-03-03T11:21:00,2026-03-03T11:25:02,242,SOLVED_FIRST,Resolved - Customer Confirmed,phone,Remote Services,resolved,0,False,0,,0,,,,,Tuesday,11,2026-03,3-7min
TKT0000435,AGT016,Agent_016,TEAM1,2026-04-04T08:28:00,2026-04-04T08:32:22,262,CLOSED_AUTO,Resolved - No Follow-Up,chat,Emergency Services,resolved,0,False,0,,0,,,,,Saturday,8,2026-04,3-7min
TKT0000436,AGT003,Agent_003,TEAM4,2025-12-15T19:45:00,2025-12-15T19:47:30,150,SOLVED_SILENT,Resolved - No Follow-Up,phone,Diagnostics,resolved,0,False,0,,0,,,,,Monday,19,2025-12,0-3min
TKT0000437,AGT004,Agent_004,TEAM1,2026-01-15T21:47:00,2026-01-15T21:50:23,203,DUPLICATE,Administrative,phone,Remote Services,resolved,0,False,0,,0,,,,,Thursday,21,2026-01,3-7min
TKT0000438,AGT006,Agent_006,TEAM3,2026-04-26T13:29:00,2026-04-26T13:43:03,843,CLOSED_AUTO,Resolved - No Follow-Up,chat,Diagnostics,resolved,0,False,0,,0,,,,,Sunday,13,2026-04,7-15min
TKT0000439,AGT006,Agent_006,TEAM3,2026-05-16T17:27:00,2026-05-16T17:36:29,569,SOLVED_FIRST,Resolved - Customer Confirmed,chat,Navigation,transferred,1,False,1,2026-05-17T17:36:29,1,2026-05-18T00:36:29,5.0,"Excellent service, very professional.",closure_code,Saturday,17,2026-05,7-15min
